Province_State,Confirmed,Deceased,Recovered,Date
Texas,28727,812,12507.0,04-30-2020
Utah,4672,46,1939.0,04-30-2020
Vermont,866,49,0.0,04-30-2020
Virgin Islands,66,4,51.0,04-30-2020
Virginia,15847,552,2104.0,04-30-2020
Washington,14327,814,0.0,04-30-2020
West Virginia,1125,41,545.0,04-30-2020
Wisconsin,6854,316,3352.0,04-30-2020
Wyoming,559,7,371.0,04-30-2020
Alabama,3734,99,,04-13-2020
Alaska,277,8,85.0,04-13-2020
American Samoa,0,0,,04-13-2020
Arizona,3705,122,,04-13-2020
Arkansas,1410,29,391.0,04-13-2020
California,23931,714,,04-13-2020
Colorado,7691,306,,04-13-2020
Connecticut,13381,602,,04-13-2020
Delaware,1758,41,213.0,04-13-2020
Diamond Princess,49,0,0.0,04-13-2020
District of Columbia,1955,52,507.0,04-13-2020
Florida,21019,499,,04-13-2020
Georgia,13315,465,,04-13-2020
Grand Princess,103,0,0.0,04-13-2020
Guam,133,5,58.0,04-13-2020
Hawaii,504,9,310.0,04-13-2020
Idaho,1426,27,,04-13-2020
Illinois,22025,798,,04-13-2020
Indiana,8359,350,,04-13-2020
Iowa,1710,41,741.0,04-13-2020
Kansas,1390,62,,04-13-2020
Kentucky,2018,113,607.0,04-13-2020
Louisiana,21016,884,,04-13-2020
Maine,698,19,273.0,04-13-2020
Maryland,8936,262,603.0,04-13-2020
Massachusetts,26867,844,,04-13-2020
Michigan,25635,1602,447.0,04-13-2020
Minnesota,1621,70,842.0,04-13-2020
Mississippi,2942,98,,04-13-2020
Missouri,4515,123,,04-13-2020
Montana,394,7,171.0,04-13-2020
Nebraska,814,17,,04-13-2020
Nevada,2990,114,,04-13-2020
New Hampshire,985,23,239.0,04-13-2020
New Jersey,64584,2443,,04-13-2020
New Mexico,1262,26,295.0,04-13-2020
New York,195749,10058,23887.0,04-13-2020
North Carolina,4886,94,,04-13-2020
North Dakota,331,8,127.0,04-13-2020
Northern Mariana Islands,11,2,,04-13-2020
Ohio,6975,274,,04-13-2020
Oklahoma,2069,99,865.0,04-13-2020
Oregon,1584,53,,04-13-2020
Pennsylvania,24292,589,,04-13-2020
Puerto Rico,903,45,,04-13-2020
Rhode Island,2665,63,135.0,04-13-2020
South Carolina,3391,82,,04-13-2020
South Dakota,868,6,207.0,04-13-2020
Tennessee,5610,109,1671.0,04-13-2020
Texas,14275,305,2269.0,04-13-2020
Utah,2363,13,218.0,04-13-2020
Vermont,748,28,15.0,04-13-2020
Virgin Islands,51,1,43.0,04-13-2020
Virginia,5747,149,,04-13-2020
Washington,10635,513,,04-13-2020
West Virginia,611,8,85.0,04-13-2020
Wisconsin,3428,154,,04-13-2020
Wyoming,275,1,138.0,04-13-2020
Recovered,0,0,43482.0,04-13-2020
Alabama,29549,838,15974.0,06-20-2020
Alaska,741,12,464.0,06-20-2020
American Samoa,0,0,,06-20-2020
Arizona,50127,1346,7196.0,06-20-2020
Arkansas,15142,224,10082.0,06-20-2020
California,175213,5494,,06-20-2020
Colorado,30333,1647,4296.0,06-20-2020
Connecticut,45715,4251,7842.0,06-20-2020
Delaware,10681,434,6395.0,06-20-2020
Diamond Princess,49,0,,06-20-2020
District of Columbia,9984,531,1166.0,06-20-2020
Florida,93797,3144,,06-20-2020
Georgia,63809,2642,,06-20-2020
Grand Princess,103,3,,06-20-2020
Guam,222,5,173.0,06-20-2020
Hawaii,789,17,642.0,06-20-2020
Idaho,4004,89,3183.0,06-20-2020
Illinois,136104,6625,,06-20-2020
Indiana,42061,2536,31110.0,06-20-2020
Iowa,25496,681,15963.0,06-20-2020
Kansas,12097,256,715.0,06-20-2020
Kentucky,13630,524,3530.0,06-20-2020
Louisiana,49385,3104,37017.0,06-20-2020
Maine,2938,102,2380.0,06-20-2020
Maryland,63956,3052,4745.0,06-20-2020
Massachusetts,106936,7827,,06-20-2020
Michigan,67545,6087,49290.0,06-20-2020
Minnesota,32467,1404,28205.0,06-20-2020
Mississippi,20641,938,15323.0,06-20-2020
Missouri,18056,965,,06-20-2020
Montana,698,20,548.0,06-20-2020
Nebraska,17707,244,11312.0,06-20-2020
Nevada,12976,486,652.0,06-20-2020
New Hampshire,5518,339,4209.0,06-20-2020
New Jersey,168834,12924,29318.0,06-20-2020
New Mexico,10430,466,4512.0,06-20-2020
New York,387272,31083,69506.0,06-20-2020
North Carolina,51390,1215,29219.0,06-20-2020
North Dakota,3251,76,2882.0,06-20-2020
Northern Mariana Islands,30,2,19.0,06-20-2020
Ohio,44261,2697,,06-20-2020
Oklahoma,10038,368,7414.0,06-20-2020
Oregon,6572,188,2533.0,06-20-2020
Pennsylvania,85590,6419,62574.0,06-20-2020
Puerto Rico,6463,147,,06-20-2020
Rhode Island,16337,894,1515.0,06-20-2020
South Carolina,23756,644,10790.0,06-20-2020
South Dakota,6225,81,5335.0,06-20-2020
Tennessee,34446,524,22838.0,06-20-2020
Texas,109581,2183,67096.0,06-20-2020
Utah,17068,155,9390.0,06-20-2020
Vermont,1147,56,920.0,06-20-2020
Virgin Islands,73,6,64.0,06-20-2020
Virginia,57443,1607,7607.0,06-20-2020
Washington,28225,1265,,06-20-2020
West Virginia,2500,88,1669.0,06-20-2020
Wisconsin,24539,744,18951.0,06-20-2020
Wyoming,1179,20,896.0,06-20-2020
Alabama,13288,529,,05-21-2020
Alaska,401,10,356.0,05-21-2020
American Samoa,0,0,,05-21-2020
Arizona,15348,764,3872.0,05-21-2020
Arkansas,5458,110,3915.0,05-21-2020
California,88031,3583,,05-21-2020
Colorado,23191,1310,3532.0,05-21-2020
Connecticut,39208,3583,6264.0,05-21-2020
Delaware,8386,317,4130.0,05-21-2020
Diamond Princess,49,0,,05-21-2020
District of Columbia,7788,412,1061.0,05-21-2020
Florida,48675,2144,,05-21-2020
Georgia,40663,1775,,05-21-2020
Grand Princess,103,3,,05-21-2020
Guam,165,5,125.0,05-21-2020
Hawaii,647,17,578.0,05-21-2020
Idaho,2506,77,1688.0,05-21-2020
Illinois,102688,4607,,05-21-2020
Indiana,29936,1913,,05-21-2020
Iowa,16170,410,8672.0,05-21-2020
Kansas,8625,204,473.0,05-21-2020
Kentucky,8286,386,2919.0,05-21-2020
Louisiana,36504,2629,26249.0,05-21-2020
Maine,1877,73,1145.0,05-21-2020
Maryland,43531,2159,3099.0,05-21-2020
Massachusetts,90084,6148,,05-21-2020
Michigan,53510,5129,28234.0,05-21-2020
Minnesota,18200,818,12488.0,05-21-2020
Mississippi,12222,580,7681.0,05-21-2020
Missouri,11689,668,,05-21-2020
Montana,479,16,440.0,05-21-2020
Nebraska,11427,138,,05-21-2020
Nevada,7400,383,339.0,05-21-2020
New Hampshire,3935,199,1388.0,05-21-2020
New Jersey,151586,10846,24236.0,05-21-2020
New Mexico,6472,294,1985.0,05-21-2020
New York,356458,28743,62826.0,05-21-2020
North Carolina,20512,728,11637.0,05-21-2020
North Dakota,2229,51,1340.0,05-21-2020
Northern Mariana Islands,22,2,13.0,05-21-2020
Ohio,30167,1837,,05-21-2020
Oklahoma,5680,304,4361.0,05-21-2020
Oregon,3817,145,1406.0,05-21-2020
Pennsylvania,69252,4869,,05-21-2020
Puerto Rico,2913,126,,05-21-2020
Rhode Island,13571,556,1047.0,05-21-2020
South Carolina,9381,416,5451.0,05-21-2020
South Dakota,4177,48,3145.0,05-21-2020
Tennessee,18961,313,12191.0,05-21-2020
Texas,53053,1460,30341.0,05-21-2020
Utah,7874,92,4596.0,05-21-2020
Vermont,950,54,827.0,05-21-2020
Virgin Islands,69,6,61.0,05-21-2020
Virginia,34137,1100,4778.0,05-21-2020
Washington,19117,1044,,05-21-2020
West Virginia,1593,70,983.0,05-21-2020
Wisconsin,13885,487,8012.0,05-21-2020
Wyoming,801,12,534.0,05-21-2020
Alabama,17952,630,9355.0,05-31-2020
Alaska,459,10,368.0,05-31-2020
American Samoa,0,0,,05-31-2020
Arizona,19936,907,4761.0,05-31-2020
Arkansas,7253,133,5275.0,05-31-2020
California,111951,4172,,05-31-2020
Colorado,26364,1445,3919.0,05-31-2020
Connecticut,42201,3944,7127.0,05-31-2020
Delaware,9498,366,5266.0,05-31-2020
Diamond Princess,49,0,,05-31-2020
District of Columbia,8801,466,1116.0,05-31-2020
Florida,56163,2451,,05-31-2020
Georgia,47063,2053,,05-31-2020
Grand Princess,103,3,,05-31-2020
Guam,172,5,144.0,05-31-2020
Hawaii,652,17,606.0,05-31-2020
Idaho,2839,82,2248.0,05-31-2020
Illinois,120260,5390,,05-31-2020
Indiana,34574,2134,21704.0,05-31-2020
Iowa,19552,535,11147.0,05-31-2020
Kansas,9700,215,547.0,05-31-2020
Kentucky,9704,431,3232.0,05-31-2020
Louisiana,39916,2791,28700.0,05-31-2020
Maine,2325,89,1552.0,05-31-2020
Maryland,52778,2532,3764.0,05-31-2020
Massachusetts,96965,6846,,05-31-2020
Michigan,57397,5491,38099.0,05-31-2020
Minnesota,24850,1050,18695.0,05-31-2020
Mississippi,15523,734,9401.0,05-31-2020
Missouri,13438,776,,05-31-2020
Montana,515,17,456.0,05-31-2020
Nebraska,14101,170,,05-31-2020
Nevada,8628,417,428.0,05-31-2020
New Hampshire,4651,245,2940.0,05-31-2020
New Jersey,160445,11698,26560.0,05-31-2020
New Mexico,7689,356,2835.0,05-31-2020
New York,370770,29784,65934.0,05-31-2020
North Carolina,28785,937,14954.0,05-31-2020
North Dakota,2577,61,1959.0,05-31-2020
Northern Mariana Islands,22,2,15.0,05-31-2020
Ohio,35513,2155,,05-31-2020
Oklahoma,6418,334,5492.0,05-31-2020
Oregon,4243,153,2152.0,05-31-2020
Pennsylvania,76129,5555,48190.0,05-31-2020
Puerto Rico,3776,136,,05-31-2020
Rhode Island,14928,718,1252.0,05-31-2020
South Carolina,11861,494,6459.0,05-31-2020
South Dakota,4993,62,3837.0,05-31-2020
Tennessee,22566,364,15300.0,05-31-2020
Texas,64652,1675,42423.0,05-31-2020
Utah,9797,113,6137.0,05-31-2020
Vermont,981,55,873.0,05-31-2020
Virgin Islands,69,6,61.0,05-31-2020
Virginia,44607,1375,5868.0,05-31-2020
Washington,21702,1118,,05-31-2020
West Virginia,2010,75,1303.0,05-31-2020
Wisconsin,18403,592,11646.0,05-31-2020
Wyoming,903,16,658.0,05-31-2020
Alabama,76005,1438,32510.0,07-24-2020
Alaska,2249,19,800.0,07-24-2020
American Samoa,0,0,,07-24-2020
Arizona,156301,3143,20171.0,07-24-2020
Arkansas,37249,394,29827.0,07-24-2020
California,440185,8337,,07-24-2020
Colorado,42962,1790,5122.0,07-24-2020
Connecticut,48776,4413,8516.0,07-24-2020
Delaware,14202,578,7936.0,07-24-2020
Diamond Princess,49,0,,07-24-2020
District of Columbia,11649,581,9582.0,07-24-2020
Florida,402312,5653,,07-24-2020
Georgia,161420,3443,,07-24-2020
Grand Princess,103,3,,07-24-2020
Guam,337,5,244.0,07-24-2020
Hawaii,1549,26,1125.0,07-24-2020
Idaho,17265,144,5008.0,07-24-2020
Illinois,169696,7577,,07-24-2020
Indiana,60598,2884,43066.0,07-24-2020
Iowa,41434,826,29216.0,07-24-2020
Kansas,24554,330,1077.0,07-24-2020
Kentucky,25932,691,7396.0,07-24-2020
Louisiana,103734,3715,61456.0,07-24-2020
Maine,3757,118,3259.0,07-24-2020
Maryland,81766,3422,5434.0,07-24-2020
Massachusetts,114985,8498,96452.0,07-24-2020
Michigan,85072,6400,55162.0,07-24-2020
Minnesota,49488,1606,42882.0,07-24-2020
Mississippi,49585,1463,30315.0,07-24-2020
Missouri,39635,1195,,07-24-2020
Montana,3038,46,1815.0,07-24-2020
Nebraska,24174,316,17745.0,07-24-2020
Nevada,40885,722,994.0,07-24-2020
New Hampshire,6375,407,5345.0,07-24-2020
New Jersey,178345,15765,32001.0,07-24-2020
New Mexico,18475,601,7056.0,07-24-2020
New York,410450,32596,72552.0,07-24-2020
North Carolina,109728,1789,78707.0,07-24-2020
North Dakota,5614,99,4545.0,07-24-2020
Northern Mariana Islands,38,2,29.0,07-24-2020
Ohio,81746,3297,56823.0,07-24-2020
Oklahoma,29116,484,23277.0,07-24-2020
Oregon,16104,282,3541.0,07-24-2020
Pennsylvania,110292,7116,79178.0,07-24-2020
Puerto Rico,13967,191,,07-24-2020
Rhode Island,18224,1002,1769.0,07-24-2020
South Carolina,78607,1385,29378.0,07-24-2020
South Dakota,8200,122,7261.0,07-24-2020
Tennessee,89078,938,52983.0,07-24-2020
Texas,380364,4790,212216.0,07-24-2020
Utah,36962,273,23715.0,07-24-2020
Vermont,1385,56,1177.0,07-24-2020
Virgin Islands,352,7,182.0,07-24-2020
Virginia,82364,2067,10576.0,07-24-2020
Washington,50824,1495,,07-24-2020
West Virginia,5653,103,4013.0,07-24-2020
Wisconsin,46917,878,36333.0,07-24-2020
Wyoming,2405,25,1857.0,07-24-2020
Alabama,103851,1847,37923.0,08-11-2020
Alaska,3819,26,1344.0,08-11-2020
American Samoa,0,0,,08-11-2020
Arizona,188737,4199,26102.0,08-11-2020
Arkansas,50411,566,42998.0,08-11-2020
California,578946,10523,,08-11-2020
Colorado,51422,1874,5579.0,08-11-2020
Connecticut,50684,4444,8721.0,08-11-2020
Delaware,15699,591,8519.0,08-11-2020
Diamond Princess,49,0,,08-11-2020
District of Columbia,12896,593,10232.0,08-11-2020
Florida,542792,8553,,08-11-2020
Georgia,222588,4351,,08-11-2020
Grand Princess,103,3,,08-11-2020
Guam,449,5,325.0,08-11-2020
Hawaii,3756,34,1586.0,08-11-2020
Idaho,25598,246,9341.0,08-11-2020
Illinois,198248,7866,,08-11-2020
Indiana,75862,3069,56349.0,08-11-2020
Iowa,49521,946,38033.0,08-11-2020
Kansas,31468,393,1319.0,08-11-2020
Kentucky,35793,783,8819.0,08-11-2020
Louisiana,133125,4313,89083.0,08-11-2020
Maine,4052,126,3560.0,08-11-2020
Maryland,96843,3604,5935.0,08-11-2020
Massachusetts,121707,8751,99021.0,08-11-2020
Michigan,98213,6533,63636.0,08-11-2020
Minnesota,61839,1707,55151.0,08-11-2020
Mississippi,68293,1944,49836.0,08-11-2020
Missouri,61440,1346,,08-11-2020
Montana,5104,77,3542.0,08-11-2020
Nebraska,29030,351,21113.0,08-11-2020
Nevada,57520,981,1361.0,08-11-2020
New Hampshire,6861,419,6126.0,08-11-2020
New Jersey,185475,15890,33223.0,08-11-2020
New Mexico,22643,693,9428.0,08-11-2020
New York,422003,32787,73779.0,08-11-2020
North Carolina,138743,2248,116969.0,08-11-2020
North Dakota,7885,118,6668.0,08-11-2020
Northern Mariana Islands,49,2,29.0,08-11-2020
Ohio,102826,3708,80885.0,08-11-2020
Oklahoma,44728,618,37193.0,08-11-2020
Oregon,21774,368,4226.0,08-11-2020
Pennsylvania,125016,7343,92616.0,08-11-2020
Puerto Rico,23403,287,,08-11-2020
Rhode Island,20053,1016,1911.0,08-11-2020
South Carolina,102130,2098,40837.0,08-11-2020
South Dakota,9713,146,8507.0,08-11-2020
Tennessee,124915,1271,85313.0,08-11-2020
Texas,517700,9222,358312.0,08-11-2020
Utah,44752,349,34764.0,08-11-2020
Vermont,1472,58,1295.0,08-11-2020
Virgin Islands,576,9,439.0,08-11-2020
Virginia,101745,2344,13152.0,08-11-2020
Washington,64151,1716,,08-11-2020
West Virginia,7879,147,5863.0,08-11-2020
Wisconsin,61785,1006,51456.0,08-11-2020
Wyoming,3073,29,2541.0,08-11-2020
Alabama,71813,1364,29736.0,07-22-2020
Alaska,2131,19,753.0,07-22-2020
American Samoa,0,0,,07-22-2020
Arizona,150609,2974,19293.0,07-22-2020
Arkansas,35246,380,27990.0,07-22-2020
California,421286,8047,,07-22-2020
Colorado,41680,1771,5064.0,07-22-2020
Connecticut,48223,4406,8466.0,07-22-2020
Delaware,13792,527,7859.0,07-22-2020
Diamond Princess,49,0,,07-22-2020
District of Columbia,11529,580,1974.0,07-22-2020
Florida,379619,5345,,07-22-2020
Georgia,152302,3335,,07-22-2020
Grand Princess,103,3,,07-22-2020
Guam,330,5,242.0,07-22-2020
Hawaii,1435,25,1084.0,07-22-2020
Idaho,16322,135,4504.0,07-22-2020
Illinois,166475,7540,,07-22-2020
Indiana,58673,2863,41322.0,07-22-2020
Iowa,40208,814,28607.0,07-22-2020
Kansas,23481,321,1050.0,07-22-2020
Kentucky,24540,677,7000.0,07-22-2020
Louisiana,99354,3558,61456.0,07-22-2020
Maine,3722,118,3216.0,07-22-2020
Maryland,80172,3405,5434.0,07-22-2020
Massachusetts,114320,8468,96452.0,07-22-2020
Michigan,83730,6388,55162.0,07-22-2020
Minnesota,47961,1592,42234.0,07-22-2020
Mississippi,47071,1423,30315.0,07-22-2020
Missouri,36497,1159,,07-22-2020
Montana,2812,42,1543.0,07-22-2020
Nebraska,23486,311,17389.0,07-22-2020
Nevada,38657,704,917.0,07-22-2020
New Hampshire,6295,402,5316.0,07-22-2020
New Jersey,177645,15707,31850.0,07-22-2020
New Mexico,17828,591,6870.0,07-22-2020
New York,408886,32558,72386.0,07-22-2020
North Carolina,105276,1732,78707.0,07-22-2020
North Dakota,5367,96,4407.0,07-22-2020
Northern Mariana Islands,38,2,29.0,07-22-2020
Ohio,78742,3235,54426.0,07-22-2020
Oklahoma,27298,474,21596.0,07-22-2020
Oregon,15393,271,3381.0,07-22-2020
Pennsylvania,108187,7077,77547.0,07-22-2020
Puerto Rico,13038,185,,07-22-2020
Rhode Island,18062,997,1749.0,07-22-2020
South Carolina,75042,1285,27062.0,07-22-2020
South Dakota,8077,119,7159.0,07-22-2020
Tennessee,84417,888,49748.0,07-22-2020
Texas,363615,4439,195315.0,07-22-2020
Utah,35578,260,22532.0,07-22-2020
Vermont,1366,56,1152.0,07-22-2020
Virgin Islands,320,7,172.0,07-22-2020
Virginia,80393,2051,10331.0,07-22-2020
Washington,49247,1468,,07-22-2020
West Virginia,5212,101,3625.0,07-22-2020
Wisconsin,44847,865,34682.0,07-22-2020
Wyoming,2288,25,1745.0,07-22-2020
Alabama,18766,653,9355.0,06-02-2020
Alaska,486,10,371.0,06-02-2020
American Samoa,0,0,,06-02-2020
Arizona,21264,943,4967.0,06-02-2020
Arkansas,7818,136,5401.0,06-02-2020
California,117215,4305,,06-02-2020
Colorado,26774,1474,3954.0,06-02-2020
Connecticut,42979,3972,7511.0,06-02-2020
Delaware,9685,373,5442.0,06-02-2020
Diamond Princess,49,0,,06-02-2020
District of Columbia,8886,470,1137.0,06-02-2020
Florida,57447,2530,,06-02-2020
Georgia,48207,2102,,06-02-2020
Grand Princess,103,3,,06-02-2020
Guam,175,5,148.0,06-02-2020
Hawaii,653,17,608.0,06-02-2020
Idaho,2933,83,2266.0,06-02-2020
Illinois,122848,5525,,06-02-2020
Indiana,35237,2197,22623.0,06-02-2020
Iowa,20019,561,11742.0,06-02-2020
Kansas,9965,222,555.0,06-02-2020
Kentucky,10185,442,3275.0,06-02-2020
Louisiana,40746,2835,31728.0,06-02-2020
Maine,2377,94,1646.0,06-02-2020
Maryland,54175,2597,3855.0,06-02-2020
Massachusetts,101163,7085,,06-02-2020
Michigan,57731,5553,38099.0,06-02-2020
Minnesota,25508,1082,20381.0,06-02-2020
Mississippi,16041,767,11203.0,06-02-2020
Missouri,14015,786,,06-02-2020
Montana,523,17,462.0,06-02-2020
Nebraska,14616,170,,06-02-2020
Nevada,8858,417,464.0,06-02-2020
New Hampshire,4749,256,2954.0,06-02-2020
New Jersey,161545,11771,26815.0,06-02-2020
New Mexico,8024,367,2888.0,06-02-2020
New York,373040,29968,66262.0,06-02-2020
North Carolina,30023,961,18860.0,06-02-2020
North Dakota,2646,65,2127.0,06-02-2020
Northern Mariana Islands,23,2,16.0,06-02-2020
Ohio,36350,2259,,06-02-2020
Oklahoma,6692,339,5599.0,06-02-2020
Oregon,4335,157,2164.0,06-02-2020
Pennsylvania,77225,5667,48838.0,06-02-2020
Puerto Rico,3935,138,,06-02-2020
Rhode Island,15112,732,1302.0,06-02-2020
South Carolina,12415,501,6976.0,06-02-2020
South Dakota,5067,62,3990.0,06-02-2020
Tennessee,24342,381,15916.0,06-02-2020
Texas,67310,1716,44517.0,06-02-2020
Utah,10202,113,6319.0,06-02-2020
Vermont,988,55,879.0,06-02-2020
Virgin Islands,70,6,62.0,06-02-2020
Virginia,46239,1407,6011.0,06-02-2020
Washington,22157,1129,,06-02-2020
West Virginia,2056,78,1341.0,06-02-2020
Wisconsin,18917,607,12172.0,06-02-2020
Wyoming,912,17,667.0,06-02-2020
Alabama,31097,864,15974.0,06-23-2020
Alaska,760,12,502.0,06-23-2020
American Samoa,0,0,,06-23-2020
Arizona,58378,1396,7746.0,06-23-2020
Arkansas,16678,237,11220.0,06-23-2020
California,191477,5626,,06-23-2020
Colorado,30877,1665,4342.0,06-23-2020
Connecticut,45899,4277,7842.0,06-23-2020
Delaware,10847,504,6554.0,06-23-2020
Diamond Princess,49,0,,06-23-2020
District of Columbia,10094,537,1182.0,06-23-2020
Florida,103503,3238,,06-23-2020
Georgia,67810,2695,,06-23-2020
Grand Princess,103,3,,06-23-2020
Guam,225,5,174.0,06-23-2020
Hawaii,819,17,669.0,06-23-2020
Idaho,4254,89,3405.0,06-23-2020
Illinois,137825,6707,,06-23-2020
Indiana,42871,2569,32152.0,06-23-2020
Iowa,26469,689,16579.0,06-23-2020
Kansas,12537,260,722.0,06-23-2020
Kentucky,14141,537,3591.0,06-23-2020
Louisiana,51595,3134,39792.0,06-23-2020
Maine,2996,102,2443.0,06-23-2020
Maryland,65007,3092,4797.0,06-23-2020
Massachusetts,107439,7889,,06-23-2020
Michigan,68197,6109,49290.0,06-23-2020
Minnesota,33469,1425,29399.0,06-23-2020
Mississippi,22898,989,17242.0,06-23-2020
Missouri,19005,976,,06-23-2020
Montana,743,21,566.0,06-23-2020
Nebraska,18099,256,11980.0,06-23-2020
Nevada,13528,489,658.0,06-23-2020
New Hampshire,5571,343,4290.0,06-23-2020
New Jersey,169734,13025,29517.0,06-23-2020
New Mexico,10838,476,4742.0,06-23-2020
New York,389085,31232,69710.0,06-23-2020
North Carolina,54639,1296,36921.0,06-23-2020
North Dakota,3320,78,3008.0,06-23-2020
Northern Mariana Islands,30,2,19.0,06-23-2020
Ohio,46127,2735,,06-23-2020
Oklahoma,11031,371,7888.0,06-23-2020
Oregon,7274,192,2604.0,06-23-2020
Pennsylvania,87208,6464,64502.0,06-23-2020
Puerto Rico,6685,149,,06-23-2020
Rhode Island,16533,906,1562.0,06-23-2020
South Carolina,26572,673,12317.0,06-23-2020
South Dakota,6353,83,5497.0,06-23-2020
Tennessee,36303,542,24068.0,06-23-2020
Texas,122932,2236,70714.0,06-23-2020
Utah,18300,163,10057.0,06-23-2020
Vermont,1164,56,927.0,06-23-2020
Virgin Islands,76,6,64.0,06-23-2020
Virginia,58994,1645,7725.0,06-23-2020
Washington,29386,1284,,06-23-2020
West Virginia,2593,92,1790.0,06-23-2020
Wisconsin,25331,750,19852.0,06-23-2020
Wyoming,1254,20,953.0,06-23-2020
Alabama,9046,369,,05-07-2020
Alaska,374,10,291.0,05-07-2020
American Samoa,0,0,,05-07-2020
Arizona,9945,450,1722.0,05-07-2020
Arkansas,3703,87,2123.0,05-07-2020
California,62148,2535,,05-07-2020
Colorado,18370,944,2869.0,05-07-2020
Connecticut,31784,2797,5413.0,05-07-2020
Delaware,5939,202,2110.0,05-07-2020
Diamond Princess,49,0,,05-07-2020
District of Columbia,5654,285,825.0,05-07-2020
Florida,38828,1600,,05-07-2020
Georgia,31618,1355,,05-07-2020
Grand Princess,103,3,,05-07-2020
Guam,149,5,123.0,05-07-2020
Hawaii,629,17,558.0,05-07-2020
Idaho,2178,67,1399.0,05-07-2020
Illinois,70871,3111,,05-07-2020
Indiana,22503,1414,,05-07-2020
Iowa,11059,231,4266.0,05-07-2020
Kansas,6332,165,323.0,05-07-2020
Kentucky,6129,294,2125.0,05-07-2020
Louisiana,30652,2208,20316.0,05-07-2020
Maine,1330,62,787.0,05-07-2020
Maryland,29374,1503,2029.0,05-07-2020
Massachusetts,73721,4552,,05-07-2020
Michigan,45745,4345,15659.0,05-07-2020
Minnesota,9365,508,5308.0,05-07-2020
Mississippi,8686,396,4421.0,05-07-2020
Missouri,9581,449,,05-07-2020
Montana,456,16,417.0,05-07-2020
Nebraska,7334,91,,05-07-2020
Nevada,5855,297,205.0,05-07-2020
New Hampshire,2843,114,1110.0,05-07-2020
New Jersey,133991,8807,15642.0,05-07-2020
New Mexico,4493,172,1073.0,05-07-2020
New York,327469,26144,55547.0,05-07-2020
North Carolina,13540,513,,05-07-2020
North Dakota,1371,31,601.0,05-07-2020
Northern Mariana Islands,15,2,12.0,05-07-2020
Ohio,22131,1271,,05-07-2020
Oklahoma,4330,260,2985.0,05-07-2020
Oregon,2989,121,1125.0,05-07-2020
Pennsylvania,55956,3589,,05-07-2020
Puerto Rico,2031,102,,05-07-2020
Rhode Island,10530,388,696.0,05-07-2020
South Carolina,7142,316,3816.0,05-07-2020
South Dakota,2906,31,2028.0,05-07-2020
Tennessee,14096,238,6783.0,05-07-2020
Texas,36036,985,18440.0,05-07-2020
Utah,5724,61,2640.0,05-07-2020
Vermont,916,53,718.0,05-07-2020
Virgin Islands,66,4,54.0,05-07-2020
Virginia,21570,769,2825.0,05-07-2020
Washington,16231,891,,05-07-2020
West Virginia,1287,51,716.0,05-07-2020
Wisconsin,9215,374,4520.0,05-07-2020
Wyoming,635,7,416.0,05-07-2020
Alabama,81115,1491,32510.0,07-27-2020
Alaska,2623,21,817.0,07-27-2020
American Samoa,0,0,,07-27-2020
Arizona,163827,3304,21321.0,07-27-2020
Arkansas,39447,408,32365.0,07-27-2020
California,458121,8494,,07-27-2020
Colorado,44547,1799,5182.0,07-27-2020
Connecticut,48983,4418,8516.0,07-27-2020
Delaware,14406,579,8035.0,07-27-2020
